Image,Mean_Brightness,Mode_Brightness,Mean_v1_Count,Mean_v2_Count,Mean_v3_Count,Mean_Total_Defects,Mode_v1_Count,Mode_v2_Count,Mode_v3_Count,Mode_Total_Defects
1_1.jpeg,81.13746954769368,88.0,0,0,0,0,0,2,0,2
1_2.jpeg,81.30562606737124,86.0,0,0,0,0,1,0,0,1
2_1.jpeg,82.44726883857587,90.0,0,0,0,0,1,0,0,1
2_2.jpeg,86.45051891678587,86.0,0,0,0,0,0,0,0,0
